,Profit Ratio,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
8798,4%,1,Office Supplies,Seattle,United States,Laurel Beltran,0%,1,5/9/2018,CA-2018-118199,98105.0,Rogers,Rogers Profile Extra Capacity Storage Tub,3,4,West,67,Home Office,5/11/2018,First Class,Washington,Storage
8799,48%,1,Office Supplies,Los Angeles,United States,Karen Ferguson,0%,1,3/10/2017,CA-2017-159016,90008.0,REDIFORM,Rediform Voice Mail Log Books,7,5,West,15,Home Office,3/11/2017,First Class,California,Paper
8800,48%,1,Office Supplies,San Francisco,United States,Chuck Clark,0%,1,11/10/2017,CA-2017-163384,94122.0,Xerox,Xerox 1996,16,5,West,32,Home Office,11/12/2017,First Class,California,Paper
8801,48%,1,Office Supplies,Murray,United States,Dean percer,0%,1,5/26/2015,CA-2015-129574,84107.0,Wirebound,"Wirebound Service Call Books, 5 1/2"" x 4""",23,5,West,48,Home Office,5/29/2015,First Class,Utah,Paper
8802,27%,1,Office Supplies,San Francisco,United States,Heather Jas,0%,1,11/17/2017,CA-2017-118500,94122.0,Acme,Acme Tagit Stainless Steel Antibacterial Scissors,13,5,West,50,Home Office,11/18/2017,First Class,California,Supplies
8803,46%,1,Office Supplies,Long Beach,United States,Sanjit Jacobs,0%,1,12/10/2017,CA-2017-147123,90805.0,Wirebound,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37,12,West,80,Home Office,12/12/2017,First Class,California,Paper
8804,13%,1,Office Supplies,Peoria,United States,Becky Castell,20%,1,6/11/2018,US-2018-120418,85345.0,Newell,Newell 319,2,1,West,16,Home Office,6/12/2018,First Class,Arizona,Art
8805,25%,1,Office Supplies,Salem,United States,Sara Luxemburg,20%,1,9/26/2018,CA-2018-156391,97301.0,Prang,Prang Drawing Pencil Set,1,1,West,2,Home Office,9/28/2018,First Class,Oregon,Art
8806,36%,1,Office Supplies,Seattle,United States,Nick Zandusky,20%,1,7/1/2017,US-2017-158680,98115.0,Other,Zipper Ring Binder Pockets,1,1,West,2,Home Office,7/2/2017,First Class,Washington,Binders
8807,13%,1,Office Supplies,Aurora,United States,Darrin Sayre,20%,1,9/28/2018,US-2018-125717,80013.0,Kensington,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,26,2,West,210,Home Office,10/1/2018,First Class,Colorado,Appliances
8808,36%,1,Office Supplies,Los Angeles,United States,Hallie Redmond,20%,1,12/17/2018,CA-2018-106964,90045.0,GBC,GBC Plastic Binding Combs,4,2,West,12,Home Office,12/20/2018,First Class,California,Binders
8809,33%,1,Office Supplies,Seattle,United States,Patrick Bzostek,20%,1,12/5/2018,CA-2018-156958,98115.0,Fellowes,Fellowes Black Plastic Comb Bindings,3,2,West,9,Home Office,12/6/2018,First Class,Washington,Binders
8810,33%,1,Office Supplies,Salem,United States,Adrian Hane,20%,1,12/18/2017,CA-2017-145261,97301.0,Other,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",4,2,West,12,Home Office,12/21/2017,First Class,Oregon,Paper
8811,-20%,1,Office Supplies,Aurora,United States,Darrin Sayre,20%,1,9/28/2018,US-2018-125717,80013.0,Gould Plastics,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-29,2,West,147,Home Office,10/1/2018,First Class,Colorado,Storage
8812,38%,1,Office Supplies,Los Angeles,United States,Robert Marley,20%,1,12/24/2018,CA-2018-145219,90049.0,Other,Vinyl Sectional Post Binders,34,3,West,90,Home Office,12/25/2018,First Class,California,Binders
8813,38%,1,Office Supplies,San Jose,United States,Nicole Fjeld,20%,1,5/3/2016,CA-2016-160864,95123.0,Avery,Avery Binding System Hidden Tab Executive Style Index Sets,5,3,West,14,Home Office,5/6/2016,First Class,California,Binders
8814,36%,1,Office Supplies,Fort Collins,United States,Kristina Nunn,20%,1,9/23/2018,CA-2018-138422,80525.0,Other,Wausau Papers Astrobrights Colored Envelopes,5,3,West,14,Home Office,9/26/2018,First Class,Colorado,Envelopes
8815,33%,1,Office Supplies,Mesa,United States,Heather Jas,20%,1,4/13/2016,CA-2016-100216,85204.0,Xerox,Xerox 1973,18,3,West,55,Home Office,4/14/2016,First Class,Arizona,Paper
8816,36%,1,Office Supplies,Aurora,United States,Darrin Sayre,20%,1,9/28/2018,US-2018-125717,80013.0,Xerox,Xerox 1992,5,3,West,14,Home Office,10/1/2018,First Class,Colorado,Paper
8817,-23%,1,Office Supplies,Peoria,United States,Becky Castell,20%,1,6/11/2018,US-2018-120418,85345.0,Fellowes,Fellowes Officeware Wire Shelving,-49,3,West,216,Home Office,6/12/2018,First Class,Arizona,Storage
8818,13%,1,Office Supplies,Salem,United States,Adrian Hane,20%,1,12/18/2017,CA-2017-145261,97301.0,Newell,Newell 312,2,4,West,19,Home Office,12/21/2017,First Class,Oregon,Art
8819,34%,1,Office Supplies,San Francisco,United States,Chuck Clark,20%,1,11/10/2017,CA-2017-163384,94122.0,ACCOHIDE,"ACCOHIDE 3-Ring Binder, Blue, 1""",4,4,West,13,Home Office,11/12/2017,First Class,California,Binders
8820,33%,1,Office Supplies,Salem,United States,Adrian Hane,20%,1,12/18/2017,CA-2017-145261,97301.0,Avery,Avery White Multi-Purpose Labels,5,4,West,16,Home Office,12/21/2017,First Class,Oregon,Labels
8821,11%,1,Office Supplies,Peoria,United States,Becky Castell,20%,1,6/11/2018,US-2018-120418,85345.0,Other,"Sortfiler Multipurpose Personal File Organizer, Black",8,4,West,68,Home Office,6/12/2018,First Class,Arizona,Storage
8822,8%,1,Office Supplies,Peoria,United States,Becky Castell,20%,1,6/11/2018,US-2018-120418,85345.0,Boston,Boston 16801 Nautilus Battery Pencil Sharpener,7,5,West,88,Home Office,6/12/2018,First Class,Arizona,Art
8823,36%,1,Office Supplies,San Francisco,United States,Neil Knudson,20%,1,10/12/2018,CA-2018-126536,94110.0,Other,Canvas Sectional Post Binders,37,5,West,102,Home Office,10/14/2018,First Class,California,Binders
8824,36%,1,Office Supplies,San Francisco,United States,Neil Knudson,20%,1,10/17/2017,CA-2017-141586,94122.0,Avery,"Avery Durable Plastic 1"" Binders",7,5,West,18,Home Office,10/20/2017,First Class,California,Binders
8825,31%,1,Office Supplies,Seattle,United States,Laurel Beltran,20%,1,5/9/2018,CA-2018-118199,98105.0,GBC,"GBC Velobind Prepunched Cover Sets, Regency Series",46,5,West,148,Home Office,5/11/2018,First Class,Washington,Binders
8826,33%,1,Office Supplies,Seattle,United States,Sanjit Jacobs,20%,1,3/23/2018,CA-2018-120719,98105.0,Cardinal,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",11,5,West,35,Home Office,3/26/2018,First Class,Washington,Binders
8827,35%,1,Office Supplies,Seattle,United States,Patrick Bzostek,20%,1,12/5/2018,CA-2018-156958,98115.0,GBC,GBC Premium Transparent Covers with Diagonal Lined Pattern,29,5,West,84,Home Office,12/6/2018,First Class,Washington,Binders
8828,35%,1,Office Supplies,Seattle,United States,Patrick Bzostek,20%,1,12/5/2018,CA-2018-156958,98115.0,GBC,GBC VeloBinder Manual Binding System,60,6,West,173,Home Office,12/6/2018,First Class,Washington,Binders
8829,35%,1,Office Supplies,Mesa,United States,Heather Jas,20%,1,4/13/2016,CA-2016-100216,85204.0,Xerox,Xerox 210,11,6,West,31,Home Office,4/14/2016,First Class,Arizona,Paper
8830,-77%,1,Office Supplies,Phoenix,United States,Dean percer,70%,1,9/7/2018,CA-2018-163692,85023.0,Wilson Jones,Wilson Jones Leather-Like Binders with DublLock Round Rings,-6,3,West,8,Home Office,9/9/2018,First Class,Arizona,Binders
8831,-77%,1,Office Supplies,Aurora,United States,Darrin Sayre,70%,1,9/28/2018,US-2018-125717,80013.0,GBC,GBC DocuBind P50 Personal Binding Machine,-59,4,West,77,Home Office,10/1/2018,First Class,Colorado,Binders
8832,-77%,1,Office Supplies,Pueblo,United States,Laurel Beltran,70%,1,10/6/2017,US-2017-157490,81001.0,Avery,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",-9,4,West,12,Home Office,10/7/2017,First Class,Colorado,Binders
8833,-83%,1,Office Supplies,Pueblo,United States,Laurel Beltran,70%,1,10/6/2017,US-2017-157490,81001.0,Other,Recycled Easel Ring Binders,-15,4,West,18,Home Office,10/7/2017,First Class,Colorado,Binders
8834,-67%,1,Office Supplies,Salem,United States,Adrian Hane,70%,1,12/18/2017,CA-2017-145261,97301.0,Other,Vinyl Sectional Post Binders,-30,4,West,45,Home Office,12/21/2017,First Class,Oregon,Binders
8835,-80%,1,Office Supplies,Colorado Springs,United States,Eugene Hildebrand,70%,1,5/20/2017,CA-2017-146010,80906.0,GBC,GBC Durable Plastic Covers,-33,7,West,41,Home Office,5/23/2017,First Class,Colorado,Binders
8836,47%,1,Office Supplies,Roseville,United States,Skye Norling,0%,1,6/26/2017,CA-2017-118101,48066.0,Other,Insertable Tab Post Binder Dividers,4,1,Central,8,Home Office,6/26/2017,Same Day,Michigan,Binders
8837,48%,1,Office Supplies,Lawrence,United States,Anthony Garverick,0%,1,11/9/2016,CA-2016-113222,46226.0,Avery,Avery Poly Binder Pockets,5,3,Central,11,Home Office,11/9/2016,Same Day,Indiana,Binders
8838,45%,1,Office Supplies,Omaha,United States,Lindsay Shagiari,0%,1,12/10/2018,CA-2018-108294,68104.0,Ibico,Ibico Covers for Plastic or Wire Binding Elements,16,3,Central,35,Home Office,12/10/2018,Same Day,Nebraska,Binders
8839,26%,1,Office Supplies,Roseville,United States,Skye Norling,0%,1,6/26/2017,CA-2017-118101,48066.0,SAFCO,"SAFCO Mobile Desk Side File, Wire Frame",44,4,Central,171,Home Office,6/26/2017,Same Day,Michigan,Storage
8840,49%,1,Office Supplies,Roseville,United States,Skye Norling,0%,1,6/26/2017,CA-2017-118101,48066.0,Other,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",181,9,Central,369,Home Office,6/26/2017,Same Day,Michigan,Paper
8841,10%,1,Office Supplies,Aurora,United States,Dennis Pardue,20%,1,5/10/2016,CA-2016-129217,60505.0,Boston,Boston KS Multi-Size Manual Pencil Sharpener,4,2,Central,37,Home Office,5/10/2016,Same Day,Illinois,Art
8842,36%,1,Office Supplies,Chicago,United States,Stephanie Ulpright,20%,1,3/13/2018,CA-2018-157966,60610.0,Xerox,Xerox 1993,6,3,Central,16,Home Office,3/13/2018,Same Day,Illinois,Paper
8843,31%,1,Office Supplies,Dallas,United States,Steven Roelle,20%,1,4/3/2017,CA-2017-162222,75081.0,Xerox,Xerox 1962,3,3,Central,10,Home Office,4/3/2017,Same Day,Texas,Paper
8844,-24%,1,Office Supplies,Bryan,United States,Frank Merwin,20%,1,11/4/2018,CA-2018-121160,77803.0,Rogers,Rogers Deluxe File Chest,-13,3,Central,53,Home Office,11/4/2018,Same Day,Texas,Storage
8845,11%,1,Office Supplies,Chicago,United States,Stephanie Ulpright,20%,1,3/13/2018,CA-2018-157966,60610.0,Other,Col-Erase Pencils with Erasers,2,4,Central,19,Home Office,3/13/2018,Same Day,Illinois,Art
8846,6%,1,Office Supplies,Chicago,United States,Stephanie Ulpright,20%,1,3/13/2018,CA-2018-157966,60610.0,Other,"Eberhard Faber 3 1/2"" Golf Pencils",2,5,Central,30,Home Office,3/13/2018,Same Day,Illinois,Art
8847,-165%,1,Office Supplies,Bryan,United States,Frank Merwin,80%,1,11/4/2018,CA-2018-121160,77803.0,Other,Self-Adhesive Ring Binder Labels,-2,2,Central,1,Home Office,11/4/2018,Same Day,Texas,Binders
8848,-155%,1,Office Supplies,Bryan,United States,Frank Merwin,80%,1,11/4/2018,CA-2018-121160,77803.0,Wilson Jones,Wilson Jones Impact Binders,-6,4,Central,4,Home Office,11/4/2018,Same Day,Texas,Binders
8849,-270%,1,Office Supplies,Aurora,United States,Dennis Pardue,80%,1,5/10/2016,CA-2016-129217,60505.0,Tripp Lite,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,-192,5,Central,71,Home Office,5/10/2016,Same Day,Illinois,Appliances
8850,-175%,1,Office Supplies,Bryan,United States,Frank Merwin,80%,1,11/4/2018,CA-2018-121160,77803.0,GBC,GBC Standard Plastic Binding Systems' Combs,-13,6,Central,8,Home Office,11/4/2018,Same Day,Texas,Binders
8851,46%,1,Office Supplies,New York City,United States,Stephanie Ulpright,0%,1,7/1/2017,US-2017-126431,10009.0,Avery,Avery 477,14,1,East,31,Home Office,7/1/2017,Same Day,New York,Labels
8852,47%,1,Office Supplies,New York City,United States,Matt Abelman,0%,1,12/10/2016,CA-2016-143105,10024.0,Avery,Avery 486,3,1,East,7,Home Office,12/10/2016,Same Day,New York,Labels
8853,49%,1,Office Supplies,New York City,United States,Rick Bensley,0%,1,10/20/2018,CA-2018-104822,10024.0,Avery,Avery 478,12,5,East,25,Home Office,10/20/2018,Same Day,New York,Labels
8854,46%,1,Office Supplies,New York City,United States,Matt Abelman,0%,1,12/10/2016,CA-2016-143105,10024.0,Adams,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",19,6,East,41,Home Office,12/10/2016,Same Day,New York,Paper
8855,46%,1,Office Supplies,New York City,United States,Matt Abelman,0%,1,12/10/2016,CA-2016-143105,10024.0,Xerox,Xerox 1883,85,7,East,185,Home Office,12/10/2016,Same Day,New York,Paper
8856,45%,1,Office Supplies,New York City,United States,Stephanie Ulpright,0%,1,7/1/2017,US-2017-126431,10009.0,Southworth,Southworth 25% Cotton Antique Laid Paper & Envelopes,34,9,East,75,Home Office,7/1/2017,Same Day,New York,Paper
8857,34%,1,Office Supplies,Philadelphia,United States,Paul Prost,20%,1,6/19/2016,CA-2016-111864,19134.0,Other,Self-Adhesive Address Labels for Typewriters with Dispenser Box,2,2,East,6,Home Office,6/19/2016,Same Day,Pennsylvania,Labels
8858,31%,1,Office Supplies,Mentor,United States,Maureen Gastineau,20%,1,9/29/2018,CA-2018-121300,44060.0,Xerox,Xerox 1928,3,2,East,8,Home Office,9/29/2018,Same Day,Ohio,Paper
8859,35%,1,Office Supplies,Mentor,United States,Maureen Gastineau,20%,1,9/29/2018,CA-2018-121300,44060.0,Xerox,Xerox 227,5,3,East,16,Home Office,9/29/2018,Same Day,Ohio,Paper
8860,13%,1,Office Supplies,Toledo,United States,Max Ludwig,20%,1,11/30/2018,US-2018-120089,43615.0,Kensington,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,83,4,East,664,Home Office,11/30/2018,Same Day,Ohio,Appliances
8861,35%,1,Office Supplies,Cleveland,United States,Jim Kriz,20%,1,12/18/2016,US-2016-137533,44105.0,Xerox,Xerox 226,7,4,East,21,Home Office,12/18/2016,Same Day,Ohio,Paper
8862,31%,1,Office Supplies,New York City,United States,Anne Pryor,20%,1,11/19/2018,CA-2018-143021,10011.0,Acco,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",18,7,East,58,Home Office,11/19/2018,Same Day,New York,Binders
8863,-70%,1,Office Supplies,Philadelphia,United States,Frank Gastineau,70%,1,9/19/2018,CA-2018-160801,19120.0,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-3,3,East,5,Home Office,9/19/2018,Same Day,Pennsylvania,Binders
8864,2%,1,Office Supplies,Smyrna,United States,Paul Prost,0%,1,2/5/2017,US-2017-108504,30080.0,Carina,"Carina 42""Hx23 3/4""W Media Storage Unit",2,1,South,81,Home Office,2/5/2017,Same Day,Georgia,Storage
8865,47%,1,Office Supplies,Smyrna,United States,Paul Prost,0%,1,2/5/2017,US-2017-108504,30080.0,Other,Ames Color-File Green Diamond Border X-ray Mailers,79,2,South,168,Home Office,2/5/2017,Same Day,Georgia,Envelopes
8866,46%,1,Office Supplies,Jonesboro,United States,Erica Hernandez,0%,1,6/4/2018,CA-2018-133095,72401.0,Other,Insertable Tab Indexes For Data Binders,4,3,South,10,Home Office,6/4/2018,Same Day,Arkansas,Binders
8867,49%,1,Office Supplies,Smyrna,United States,Paul Prost,0%,1,2/5/2017,US-2017-108504,30080.0,Other,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",60,3,South,123,Home Office,2/5/2017,Same Day,Georgia,Paper
8868,1%,1,Office Supplies,Smyrna,United States,Paul Prost,0%,1,2/5/2017,US-2017-108504,30080.0,Belkin,"Belkin 19"" Vented Equipment Shelf, Black",2,3,South,154,Home Office,2/5/2017,Same Day,Georgia,Storage
8869,48%,1,Office Supplies,Newport News,United States,Eugene Hildebrand,0%,1,5/24/2017,CA-2017-136126,23602.0,Xerox,Xerox 1911,92,4,South,192,Home Office,5/24/2017,Same Day,Virginia,Paper
8870,2%,1,Office Supplies,Smyrna,United States,Paul Prost,0%,1,2/5/2017,US-2017-108504,30080.0,Other,Revere Boxed Rubber Bands by Revere,0,5,South,9,Home Office,2/5/2017,Same Day,Georgia,Fasteners
8871,29%,1,Office Supplies,Newport News,United States,Eugene Hildebrand,0%,1,5/24/2017,CA-2017-136126,23602.0,Acme,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",20,5,South,70,Home Office,5/24/2017,Same Day,Virginia,Supplies
8872,50%,1,Office Supplies,Jonesboro,United States,Erica Hernandez,0%,1,6/4/2018,CA-2018-133095,72401.0,GBC,GBC VeloBind Cover Sets,54,7,South,108,Home Office,6/4/2018,Same Day,Arkansas,Binders
8873,47%,1,Office Supplies,Smyrna,United States,Paul Prost,0%,1,2/5/2017,US-2017-108504,30080.0,Xerox,Xerox 1943,161,7,South,342,Home Office,2/5/2017,Same Day,Georgia,Paper
8874,48%,1,Office Supplies,Marietta,United States,Valerie Mitchum,0%,1,4/7/2015,CA-2015-165806,30062.0,Xerox,Xerox 226,28,9,South,58,Home Office,4/7/2015,Same Day,Georgia,Paper
8875,49%,1,Office Supplies,Smyrna,United States,Paul Prost,0%,1,2/5/2017,US-2017-108504,30080.0,Other,White Computer Printout Paper by Universal,171,9,South,349,Home Office,2/5/2017,Same Day,Georgia,Paper
8876,34%,1,Office Supplies,Monroe,United States,Sean Miller,20%,1,10/12/2018,CA-2018-149146,28110.0,Xerox,Xerox 1989,3,2,South,8,Home Office,10/12/2018,Same Day,North Carolina,Paper
8877,48%,1,Office Supplies,Oxnard,United States,Laurel Beltran,0%,1,12/1/2017,US-2017-155768,93030.0,Xerox,Xerox 1886,23,1,West,48,Home Office,12/1/2017,Same Day,California,Paper
8878,29%,1,Office Supplies,Los Angeles,United States,Paul Stevenson,0%,1,4/15/2015,US-2015-120740,90049.0,Belkin,Belkin F9G930V10-GRY 9 Outlet Surge,31,2,West,107,Home Office,4/15/2015,Same Day,California,Appliances
8879,49%,1,Office Supplies,Long Beach,United States,Karen Ferguson,0%,1,9/11/2018,CA-2018-149559,90805.0,Other,#10 Self-Seal White Envelopes,11,2,West,22,Home Office,9/12/2018,Same Day,California,Envelopes
8880,49%,1,Office Supplies,Manteca,United States,Tanja Norvell,0%,1,10/10/2015,CA-2015-140403,95336.0,Other,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7,2,West,15,Home Office,10/10/2015,Same Day,California,Envelopes
8881,48%,1,Office Supplies,Long Beach,United States,Karen Ferguson,0%,1,9/11/2018,CA-2018-149559,90805.0,Xerox,Xerox 1996,6,2,West,13,Home Office,9/12/2018,Same Day,California,Paper
8882,2%,1,Office Supplies,San Francisco,United States,Duane Huffman,0%,1,11/28/2015,CA-2015-105249,94122.0,Staple remover,Staple remover,0,2,West,7,Home Office,11/28/2015,Same Day,California,Supplies
8883,27%,1,Office Supplies,Riverside,United States,Thomas Brumley,0%,1,11/10/2018,CA-2018-162096,92503.0,Other,12 Colored Short Pencils,2,3,West,8,Home Office,11/10/2018,Same Day,California,Art
8884,49%,1,Office Supplies,Oxnard,United States,Laurel Beltran,0%,1,12/1/2017,US-2017-155768,93030.0,Other,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",11,3,West,23,Home Office,12/1/2017,Same Day,California,Envelopes
8885,2%,1,Office Supplies,San Francisco,United States,Jim Kriz,0%,1,9/19/2015,CA-2015-159849,94110.0,Other,Revere Boxed Rubber Bands by Revere,0,3,West,6,Home Office,9/19/2015,Same Day,California,Fasteners
8886,47%,1,Office Supplies,San Francisco,United States,Frank Merwin,0%,1,11/6/2018,US-2018-153948,94122.0,Xerox,Xerox 191,28,3,West,60,Home Office,11/6/2018,Same Day,California,Paper
8887,20%,1,Office Supplies,Oxnard,United States,Laurel Beltran,0%,1,12/1/2017,US-2017-155768,93030.0,Sauder,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",223,3,West,"1,113",Home Office,12/1/2017,Same Day,California,Storage
8888,50%,1,Office Supplies,Los Angeles,United States,Tracy Collins,0%,1,11/3/2015,CA-2015-153619,90049.0,Prang,Prang Dustless Chalk Sticks,3,4,West,7,Home Office,11/3/2015,Same Day,California,Art
8889,48%,1,Office Supplies,San Francisco,United States,Duane Huffman,0%,1,11/28/2015,CA-2015-105249,94122.0,Avery,Avery 489,20,4,West,41,Home Office,11/28/2015,Same Day,California,Labels
8890,48%,1,Office Supplies,San Francisco,United States,Frank Merwin,0%,1,11/6/2018,US-2018-153948,94122.0,Avery,Avery 503,20,4,West,41,Home Office,11/6/2018,Same Day,California,Labels
8891,49%,1,Office Supplies,San Francisco,United States,Frank Merwin,0%,1,11/6/2018,US-2018-153948,94122.0,Easy-staple paper,Easy-staple paper,22,4,West,45,Home Office,11/6/2018,Same Day,California,Paper
8892,26%,1,Office Supplies,Los Angeles,United States,Julie Prescott,0%,1,12/30/2017,US-2017-111528,90032.0,Iceberg,Iceberg Mobile Mega Data/Printer Cart,125,4,West,481,Home Office,12/30/2017,Same Day,California,Storage
8893,48%,1,Office Supplies,San Francisco,United States,Frank Merwin,0%,1,11/6/2018,US-2018-153948,94122.0,Other,Astroparche Fine Business Paper,13,5,West,26,Home Office,11/6/2018,Same Day,California,Paper
8894,30%,1,Office Supplies,San Francisco,United States,Becky Castell,0%,1,7/25/2017,CA-2017-149335,94122.0,Newell,Newell 325,11,9,West,37,Home Office,7/25/2017,Same Day,California,Art
8895,34%,1,Office Supplies,Los Angeles,United States,Julie Prescott,20%,1,12/30/2017,US-2017-111528,90032.0,Cardinal,Cardinal Hold-It CD Pocket,2,1,West,6,Home Office,12/30/2017,Same Day,California,Binders
8896,36%,1,Office Supplies,San Francisco,United States,Phillina Ober,20%,1,11/29/2016,CA-2016-144099,94122.0,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",2,1,West,4,Home Office,11/30/2016,Same Day,California,Binders
8897,36%,1,Office Supplies,Glendale,United States,Eugene Moren,20%,1,11/12/2018,CA-2018-134915,85301.0,Xerox,Xerox 1978,8,5,West,23,Home Office,11/12/2018,Same Day,Arizona,Paper
8898,-80%,1,Office Supplies,Yuma,United States,Nick Zandusky,70%,1,7/10/2017,CA-2017-134222,85364.0,GBC,GBC Standard Therm-A-Bind Covers,-36,6,West,45,Home Office,7/11/2017,Same Day,Arizona,Binders
8899,28%,1,Office Supplies,Springfield,United States,Brad Eason,0%,1,5/6/2017,US-2017-146857,65807.0,Belkin,Belkin 5 Outlet SurgeMaster Power Centers,15,1,Central,54,Home Office,5/8/2017,Second Class,Missouri,Appliances
8900,48%,1,Office Supplies,Burlington,United States,Roy Skaria,0%,1,12/11/2018,CA-2018-142776,52601.0,Other,Pastel Pink Envelopes,3,1,Central,7,Home Office,12/14/2018,Second Class,Iowa,Envelopes
8901,46%,1,Office Supplies,Minneapolis,United States,Chuck Clark,0%,1,11/6/2018,CA-2018-125290,55407.0,Easy-staple paper,Easy-staple paper,12,1,Central,26,Home Office,11/10/2018,Second Class,Minnesota,Paper
8902,47%,1,Office Supplies,Wichita,United States,Nathan Mautz,0%,1,5/25/2016,US-2016-152128,67212.0,GBC,GBC DocuBind P50 Personal Binding Machine,60,2,Central,128,Home Office,5/27/2016,Second Class,Kansas,Binders
8903,46%,1,Office Supplies,Detroit,United States,Sean Wendt,0%,1,4/9/2017,CA-2017-128517,48227.0,Storex,Storex Flexible Poly Binders with Double Pockets,2,2,Central,5,Home Office,4/14/2017,Second Class,Michigan,Binders
8904,49%,1,Office Supplies,Midland,United States,Ross Baird,0%,1,6/3/2015,CA-2015-141299,48640.0,Other,Security-Tint Envelopes,7,2,Central,15,Home Office,6/7/2015,Second Class,Michigan,Envelopes
8905,38%,1,Office Supplies,Wichita,United States,Nathan Mautz,0%,1,5/25/2016,US-2016-152128,67212.0,Sanford,SANFORD Major Accent Highlighters,8,3,Central,21,Home Office,5/27/2016,Second Class,Kansas,Art
8906,48%,1,Office Supplies,Burlington,United States,Roy Skaria,0%,1,12/11/2018,CA-2018-142776,52601.0,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,3,3,Central,5,Home Office,12/14/2018,Second Class,Iowa,Binders
8907,49%,1,Office Supplies,Grand Rapids,United States,Corey Roper,0%,1,8/23/2015,US-2015-112795,49505.0,Xerox,Xerox 1993,10,3,Central,19,Home Office,8/28/2015,Second Class,Michigan,Paper
8908,0%,1,Office Supplies,Canton,United States,Sam Zeldin,0%,1,11/25/2018,CA-2018-129000,48187.0,Office Impressions,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0,3,Central,502,Home Office,11/27/2018,Second Class,Michigan,Storage
8909,26%,1,Office Supplies,Sterling Heights,United States,Penelope Sewall,0%,1,2/22/2016,CA-2016-132374,48310.0,Newell,Newell 34,21,4,Central,79,Home Office,2/24/2016,Second Class,Michigan,Art
8910,26%,1,Office Supplies,Minneapolis,United States,Chuck Clark,0%,1,11/6/2018,CA-2018-125290,55407.0,Newell,Newell 339,4,5,Central,14,Home Office,11/10/2018,Second Class,Minnesota,Art
8911,49%,1,Office Supplies,Des Moines,United States,Brad Eason,0%,1,9/14/2016,CA-2016-115924,50315.0,Wilson Jones,Wilson Jones Impact Binders,13,5,Central,26,Home Office,9/18/2016,Second Class,Iowa,Binders
8912,39%,1,Office Supplies,Columbia,United States,Frank Carlisle,0%,1,10/17/2017,CA-2017-147256,65203.0,Honeywell,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,752,7,Central,"1,928",Home Office,10/21/2017,Second Class,Missouri,Appliances
8913,28%,1,Office Supplies,Springfield,United States,Paul Prost,0%,1,5/18/2018,CA-2018-117401,65807.0,Avanti,Avanti 1.7 Cu. Ft. Refrigerator,198,7,Central,707,Home Office,5/22/2018,Second Class,Missouri,Appliances
8914,48%,1,Office Supplies,Springfield,United States,Paul Prost,0%,1,5/18/2018,CA-2018-117401,65807.0,Universal,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",21,7,Central,43,Home Office,5/22/2018,Second Class,Missouri,Binders
8915,48%,1,Office Supplies,Lansing,United States,Erica Hernandez,0%,1,9/22/2018,CA-2018-167381,48911.0,Avery,Avery 511,13,9,Central,28,Home Office,9/24/2018,Second Class,Michigan,Labels
8916,47%,1,Office Supplies,Milwaukee,United States,Mike Pelletier,0%,1,11/16/2016,CA-2016-135685,53209.0,Xerox,Xerox 191,85,9,Central,180,Home Office,11/18/2016,Second Class,Wisconsin,Paper
8917,29%,1,Office Supplies,Detroit,United States,Nathan Mautz,10%,1,5/23/2016,CA-2016-136805,48234.0,Harmony,Harmony Air Purifier,246,5,Central,851,Home Office,5/27/2016,Second Class,Michigan,Appliances
